,label,PREDICT,height,weight,,,,,,,,
3007,thin,thin,164,48,,,,,,,,
3008,thin,thin,179,35,,,,,,,,
3009,thin,thin,150,39,,,,,,,,
3010,normal,normal,192,79,,,,,,,,
3011,normal,normal,162,50,,,,,,,,
3012,thin,thin,187,62,,,,,,,,
3013,normal,normal,137,36,,,,,,,,
3014,fat,fat,150,63,,,,,,,,
3015,thin,thin,197,47,,,,,,,,
3016,normal,normal,147,53,,,,,,,,
3017,fat,fat,125,46,,,,,,,,
3018,fat,fat,146,70,,,,,,,,
3019,fat,fat,130,60,,,,,,,,
3020,thin,thin,195,55,,,,,,,,
3021,fat,fat,169,73,,,,,,,,
3022,normal,normal,157,54,,,,,,,,
3023,normal,normal,134,39,,,,,,,,
3024,normal,normal,194,78,,,,,,,,
3025,fat,fat,124,78,,,,,,,,
3026,normal,normal,193,73,,,,,,,,
3027,thin,thin,200,35,,,,,,,,
3028,thin,thin,194,66,,,,,,,,
3029,normal,normal,177,76,,,,,,,,
3030,normal,normal,131,39,,,,,,,,
3031,fat,fat,167,78,,,,,,,,
3032,normal,normal,143,45,,,,,,,,
3033,thin,thin,181,60,,,,,,,,
3034,fat,fat,125,79,,,,,,,,
3035,fat,fat,169,72,,,,,,,,
3036,fat,fat,156,73,,,,,,,,
3037,fat,fat,135,79,,,,,,,,
3038,fat,fat,132,79,,,,,,,,
3039,fat,fat,151,71,,,,,,,,
3040,fat,fat,121,49,,,,,,,,
3041,thin,thin,192,62,,,,,,,,
3042,normal,normal,183,70,,,,,,,,
3043,fat,fat,127,80,,,,,,,,
3044,fat,fat,123,80,,,,,,,,
3045,fat,fat,151,62,,,,,,,,
3046,thin,thin,173,55,,,,,,,,
3047,thin,thin,181,59,,,,,,,,
3048,fat,fat,138,62,,,,,,,,
3049,fat,fat,132,58,,,,,,,,
3050,fat,fat,142,69,,,,,,,,
3051,thin,thin,167,48,,,,,,,,
3052,normal,normal,170,72,,,,,,,,
3053,normal,normal,166,54,,,,,,,,
3054,fat,fat,141,61,,,,,,,,
3055,normal,normal,156,55,,,,,,,,
3056,thin,thin,167,43,,,,,,,,
3057,normal,normal,189,70,,,,,,,,
3058,fat,fat,153,80,,,,,,,,
3059,thin,thin,198,53,,,,,,,,
3060,fat,fat,157,68,,,,,,,,
3061,thin,thin,192,37,,,,,,,,
3062,fat,fat,143,67,,,,,,,,
3063,normal,normal,170,61,,,,,,,,
3064,fat,fat,147,78,,,,,,,,
3065,thin,thin,149,36,,,,,,,,
3066,normal,normal,185,73,,,,,,,,
3067,fat,fat,142,75,,,,,,,,
3068,thin,thin,167,41,,,,,,,,
3069,fat,fat,124,79,,,,,,,,
3070,normal,normal,163,59,,,,,,,,
3071,fat,fat,125,80,,,,,,,,
3072,normal,normal,175,65,,,,,,,,
3073,fat,fat,129,60,,,,,,,,
3074,normal,normal,138,44,,,,,,,,
3075,fat,fat,128,69,,,,,,,,
3076,normal,normal,179,79,,,,,,,,
3077,fat,fat,130,77,,,,,,,,
3078,thin,thin,178,45,,,,,,,,
3079,fat,fat,144,52,,,,,,,,
3080,normal,normal,181,69,,,,,,,,
3081,fat,fat,121,65,,,,,,,,
3082,normal,normal,138,38,,,,,,,,
3083,fat,fat,129,63,,,,,,,,
3084,fat,fat,125,45,,,,,,,,
3085,normal,normal,131,39,,,,,,,,
3086,thin,thin,199,56,,,,,,,,
3087,fat,fat,131,53,,,,,,,,
3088,normal,normal,177,60,,,,,,,,
3089,thin,thin,160,41,,,,,,,,
3090,normal,normal,146,47,,,,,,,,
3091,normal,normal,168,59,,,,,,,,
3092,fat,fat,120,58,,,,,,,,
3093,normal,normal,199,79,,,,,,,,
3094,fat,fat,125,59,,,,,,,,
3095,normal,normal,149,54,,,,,,,,
3096,normal,normal,156,54,,,,,,,,
3097,normal,normal,144,49,,,,,,,,
3098,normal,normal,168,63,,,,,,,,
3099,fat,fat,147,66,,,,,,,,
3100,fat,fat,158,78,,,,,,,,
3101,normal,normal,148,45,,,,,,,,
3102,thin,thin,194,46,,,,,,,,
3103,normal,normal,150,53,,,,,,,,
3104,fat,fat,125,73,,,,,,,,
3105,normal,normal,179,65,,,,,,,,
3106,fat,fat,127,72,,,,,,,,
3107,thin,thin,160,43,,,,,,,,
3108,thin,thin,167,43,,,,,,,,
3109,normal,normal,171,60,,,,,,,,
3110,fat,fat,123,63,,,,,,,,
3111,thin,thin,174,41,,,,,,,,
3112,normal,normal,184,65,,,,,,,,
3113,normal,normal,169,70,,,,,,,,
3114,normal,normal,174,57,,,,,,,,
3115,fat,fat,154,69,,,,,,,,
3116,normal,normal,144,43,,,,,,,,
3117,normal,normal,161,48,,,,,,,,
3118,normal,normal,181,66,,,,,,,,
3119,normal,normal,150,55,,,,,,,,
3120,thin,thin,177,49,,,,,,,,
3121,thin,thin,199,56,,,,,,,,
3122,fat,fat,152,59,,,,,,,,
3123,thin,thin,178,55,,,,,,,,
3124,normal,normal,199,74,,,,,,,,
3125,fat,fat,162,66,,,,,,,,
3126,normal,normal,175,66,,,,,,,,
3127,fat,fat,145,66,,,,,,,,
3128,fat,fat,135,57,,,,,,,,
3129,normal,normal,161,52,,,,,,,,
3130,thin,thin,153,38,,,,,,,,
3131,normal,normal,174,64,,,,,,,,
3132,normal,normal,179,68,,,,,,,,
3133,thin,thin,189,44,,,,,,,,
3134,thin,thin,197,58,,,,,,,,
3135,fat,fat,153,70,,,,,,,,
3136,normal,normal,187,72,,,,,,,,
3137,normal,normal,144,41,,,,,,,,
3138,fat,fat,140,51,,,,,,,,
3139,thin,thin,171,37,,,,,,,,
3140,thin,thin,197,53,,,,,,,,
3141,thin,thin,151,42,,,,,,,,
3142,normal,normal,176,71,,,,,,,,
3143,fat,fat,135,78,,,,,,,,
3144,fat,fat,134,65,,,,,,,,
3145,fat,fat,150,65,,,,,,,,
3146,fat,fat,121,38,,,,,,,,
3147,fat,fat,154,76,,,,,,,,
3148,fat,fat,137,47,,,,,,,,
3149,fat,fat,147,80,,,,,,,,
3150,thin,thin,169,43,,,,,,,,
3151,thin,thin,182,41,,,,,,,,
3152,thin,thin,196,38,,,,,,,,
3153,fat,fat,135,67,,,,,,,,
3154,normal,normal,175,63,,,,,,,,
3155,fat,fat,131,45,,,,,,,,
3156,thin,thin,192,60,,,,,,,,
3157,thin,thin,158,45,,,,,,,,
3158,normal,normal,196,74,,,,,,,,
3159,fat,fat,123,40,,,,,,,,
3160,fat,fat,124,67,,,,,,,,
3161,thin,thin,198,66,,,,,,,,
3162,fat,fat,132,57,,,,,,,,
3163,fat,fat,154,79,,,,,,,,
3164,normal,normal,157,53,,,,,,,,
3165,normal,normal,172,59,,,,,,,,
3166,thin,thin,173,53,,,,,,,,
3167,normal,normal,173,56,,,,,,,,
3168,fat,fat,150,73,,,,,,,,
3169,normal,normal,159,55,,,,,,,,
3170,normal,normal,187,80,,,,,,,,
3171,fat,fat,122,47,,,,,,,,
3172,fat,fat,147,59,,,,,,,,
3173,normal,normal,170,61,,,,,,,,
3174,fat,fat,133,60,,,,,,,,
3175,thin,thin,193,37,,,,,,,,
3176,fat,fat,152,66,,,,,,,,
3177,fat,fat,138,66,,,,,,,,
3178,normal,normal,188,80,,,,,,,,
3179,thin,thin,177,37,,,,,,,,
3180,normal,normal,182,76,,,,,,,,
3181,thin,thin,197,61,,,,,,,,
3182,thin,thin,192,50,,,,,,,,
3183,normal,normal,148,45,,,,,,,,
3184,normal,normal,176,74,,,,,,,,
3185,fat,fat,165,78,,,,,,,,
3186,normal,normal,147,48,,,,,,,,
3187,fat,fat,144,66,,,,,,,,
3188,thin,thin,155,40,,,,,,,,
3189,normal,normal,157,59,,,,,,,,
3190,fat,fat,148,71,,,,,,,,
3191,thin,thin,199,56,,,,,,,,
3192,thin,thin,182,51,,,,,,,,
3193,thin,thin,188,40,,,,,,,,
3194,thin,thin,167,43,,,,,,,,
3195,fat,fat,143,66,,,,,,,,
3196,fat,fat,153,75,,,,,,,,
3197,normal,normal,172,58,,,,,,,,
3198,normal,normal,166,61,,,,,,,,
3199,thin,thin,190,58,,,,,,,,
3200,fat,fat,164,80,,,,,,,,
3201,fat,fat,144,73,,,,,,,,
3202,fat,fat,145,59,,,,,,,,
3203,normal,normal,179,77,,,,,,,,
3204,normal,normal,150,55,,,,,,,,
3205,normal,normal,160,49,,,,,,,,
3206,fat,fat,125,71,,,,,,,,
3207,normal,normal,178,63,,,,,,,,
3208,normal,normal,167,59,,,,,,,,
3209,normal,normal,153,56,,,,,,,,
3210,normal,normal,138,43,,,,,,,,
3211,thin,thin,174,37,,,,,,,,
3212,thin,thin,183,61,,,,,,,,
3213,fat,fat,151,73,,,,,,,,
3214,normal,normal,184,76,,,,,,,,
3215,fat,fat,130,49,,,,,,,,
3216,fat,fat,148,57,,,,,,,,
3217,normal,normal,142,44,,,,,,,,
3218,thin,thin,172,37,,,,,,,,
3219,normal,normal,173,64,,,,,,,,
3220,normal,normal,148,46,,,,,,,,
3221,normal,normal,153,48,,,,,,,,
3222,fat,fat,130,73,,,,,,,,
3223,normal,normal,140,42,,,,,,,,
3224,fat,fat,121,79,,,,,,,,
3225,fat,fat,149,80,,,,,,,,
3226,thin,thin,185,35,,,,,,,,
3227,fat,fat,137,77,,,,,,,,
3228,thin,thin,189,61,,,,,,,,
3229,normal,normal,135,41,,,,,,,,
3230,fat,fat,123,45,,,,,,,,
3231,thin,thin,149,36,,,,,,,,
3232,thin,thin,183,40,,,,,,,,
3233,normal,normal,161,50,,,,,,,,
3234,normal,normal,144,45,,,,,,,,
3235,fat,fat,120,53,,,,,,,,
3236,fat,fat,126,41,,,,,,,,
3237,thin,thin,164,38,,,,,,,,
3238,normal,normal,193,76,,,,,,,,
3239,normal,normal,172,58,,,,,,,,
3240,normal,normal,148,45,,,,,,,,
3241,thin,thin,156,42,,,,,,,,
3242,thin,thin,192,54,,,,,,,,
3243,fat,fat,137,79,,,,,,,,
3244,fat,fat,145,55,,,,,,,,
3245,normal,normal,187,71,,,,,,,,
3246,fat,fat,138,76,,,,,,,,
3247,thin,thin,185,41,,,,,,,,
3248,thin,thin,189,36,,,,,,,,
3249,normal,normal,180,60,,,,,,,,
3250,normal,normal,195,77,,,,,,,,
3251,thin,thin,183,56,,,,,,,,
3252,thin,thin,189,46,,,,,,,,
3253,fat,fat,130,76,,,,,,,,
3254,normal,normal,145,40,,,,,,,,
3255,fat,fat,149,59,,,,,,,,
3256,fat,fat,170,73,,,,,,,,
3257,thin,thin,174,37,,,,,,,,
3258,fat,fat,161,71,,,,,,,,
3259,thin,thin,177,50,,,,,,,,
3260,fat,fat,148,64,,,,,,,,
3261,thin,thin,184,51,,,,,,,,
3262,thin,thin,158,43,,,,,,,,
3263,fat,fat,126,66,,,,,,,,
3264,fat,fat,136,76,,,,,,,,
3265,normal,normal,154,46,,,,,,,,
3266,fat,fat,162,67,,,,,,,,
3267,thin,thin,191,59,,,,,,,,
3268,thin,thin,185,39,,,,,,,,
3269,fat,fat,163,73,,,,,,,,
3270,fat,fat,159,78,,,,,,,,
3271,normal,normal,192,69,,,,,,,,
3272,fat,fat,127,58,,,,,,,,
3273,fat,fat,147,67,,,,,,,,
3274,normal,normal,167,58,,,,,,,,
3275,thin,thin,200,53,,,,,,,,
3276,fat,fat,150,60,,,,,,,,
3277,normal,normal,161,53,,,,,,,,
3278,fat,fat,155,61,,,,,,,,
3279,fat,fat,151,79,,,,,,,,
3280,fat,fat,160,71,,,,,,,,
3281,normal,normal,179,61,,,,,,,,
3282,thin,thin,163,41,,,,,,,,
3283,fat,fat,128,42,,,,,,,,
3284,normal,normal,153,56,,,,,,,,
3285,normal,normal,172,64,,,,,,,,
3286,thin,thin,161,41,,,,,,,,
3287,fat,fat,152,77,,,,,,,,
3288,thin,thin,192,42,,,,,,,,
3289,normal,normal,133,35,,,,,,,,
3290,thin,thin,186,39,,,,,,,,
3291,normal,normal,168,63,,,,,,,,
3292,fat,fat,121,46,,,,,,,,
3293,fat,fat,134,45,,,,,,,,
3294,fat,fat,154,73,,,,,,,,
3295,normal,normal,170,61,,,,,,,,
3296,fat,fat,132,76,,,,,,,,
3297,thin,thin,191,46,,,,,,,,
3298,thin,thin,190,49,,,,,,,,
3299,fat,fat,129,52,,,,,,,,
3300,thin,thin,185,48,,,,,,,,
3301,fat,fat,127,62,,,,,,,,
3302,normal,normal,159,60,,,,,,,,
3303,normal,normal,186,72,,,,,,,,
3304,thin,thin,190,55,,,,,,,,
3305,thin,thin,188,59,,,,,,,,
3306,normal,normal,161,58,,,,,,,,
3307,normal,normal,150,49,,,,,,,,
3308,fat,fat,140,69,,,,,,,,
3309,fat,fat,130,55,,,,,,,,
3310,fat,fat,134,73,,,,,,,,
3311,normal,normal,148,51,,,,,,,,
3312,normal,normal,133,37,,,,,,,,
3313,normal,normal,195,76,,,,,,,,
3314,thin,thin,200,67,,,,,,,,
3315,fat,fat,121,80,,,,,,,,
3316,fat,fat,159,76,,,,,,,,
3317,fat,fat,134,51,,,,,,,,
3318,fat,fat,156,76,,,,,,,,
3319,thin,thin,153,41,,,,,,,,
3320,normal,normal,128,40,,,,,,,,
3321,normal,normal,151,55,,,,,,,,
3322,normal,normal,159,59,,,,,,,,
3323,normal,normal,178,65,,,,,,,,
3324,normal,normal,143,51,,,,,,,,
3325,fat,fat,128,68,,,,,,,,
3326,normal,normal,159,52,,,,,,,,
3327,fat,fat,147,68,,,,,,,,
3328,thin,thin,139,35,,,,,,,,
3329,thin,thin,178,53,,,,,,,,
3330,thin,thin,193,38,,,,,,,,
3331,fat,fat,127,56,,,,,,,,
3332,normal,normal,130,40,,,,,,,,
3333,normal,normal,151,43,,,,,,,,
3334,normal,normal,172,59,,,,,,,,
3335,thin,thin,185,44,,,,,,,,
3336,normal,normal,136,37,,,,,,,,
3337,thin,thin,180,55,,,,,,,,
3338,normal,normal,169,63,,,,,,,,
3339,thin,thin,178,56,,,,,,,,
3340,fat,fat,141,65,,,,,,,,
3341,normal,normal,143,45,,,,,,,,
3342,thin,thin,173,41,,,,,,,,
3343,thin,thin,194,49,,,,,,,,
3344,normal,normal,166,64,,,,,,,,
3345,normal,normal,168,59,,,,,,,,
3346,thin,thin,195,43,,,,,,,,
3347,thin,thin,173,49,,,,,,,,
3348,thin,thin,195,52,,,,,,,,
3349,fat,fat,122,65,,,,,,,,
3350,thin,thin,187,50,,,,,,,,
3351,fat,fat,131,43,,,,,,,,
3352,fat,fat,142,68,,,,,,,,
3353,fat,fat,130,56,,,,,,,,
3354,thin,thin,169,48,,,,,,,,
3355,normal,normal,172,56,,,,,,,,
3356,fat,fat,162,76,,,,,,,,
3357,fat,fat,123,71,,,,,,,,
3358,fat,fat,151,77,,,,,,,,
3359,fat,fat,124,42,,,,,,,,
3360,normal,normal,192,72,,,,,,,,
3361,normal,normal,152,56,,,,,,,,
3362,thin,thin,178,42,,,,,,,,
3363,normal,normal,164,58,,,,,,,,
3364,normal,normal,173,57,,,,,,,,
3365,thin,thin,178,35,,,,,,,,
3366,fat,fat,158,70,,,,,,,,
3367,fat,fat,132,61,,,,,,,,
3368,fat,fat,124,53,,,,,,,,
3369,normal,normal,153,45,,,,,,,,
3370,thin,thin,182,41,,,,,,,,
3371,fat,fat,125,68,,,,,,,,
3372,normal,normal,192,70,,,,,,,,
3373,normal,normal,177,77,,,,,,,,
3374,fat,fat,149,68,,,,,,,,
3375,thin,thin,155,43,,,,,,,,
3376,thin,thin,171,46,,,,,,,,
3377,thin,thin,163,44,,,,,,,,
3378,fat,fat,170,73,,,,,,,,
3379,thin,thin,191,63,,,,,,,,
3380,fat,fat,129,80,,,,,,,,
3381,fat,fat,158,65,,,,,,,,
3382,thin,thin,199,42,,,,,,,,
3383,fat,fat,163,80,,,,,,,,
3384,normal,normal,194,78,,,,,,,,
3385,fat,fat,134,74,,,,,,,,
3386,fat,fat,139,56,,,,,,,,
3387,thin,thin,185,46,,,,,,,,
3388,thin,thin,147,35,,,,,,,,
3389,thin,thin,196,45,,,,,,,,
3390,fat,fat,165,70,,,,,,,,
3391,fat,fat,134,68,,,,,,,,
3392,thin,thin,152,40,,,,,,,,
3393,normal,normal,163,54,,,,,,,,
3394,thin,thin,177,50,,,,,,,,
3395,normal,normal,171,68,,,,,,,,
3396,normal,normal,169,71,,,,,,,,
3397,fat,fat,165,75,,,,,,,,
3398,thin,thin,200,66,,,,,,,,
3399,fat,fat,143,60,,,,,,,,
3400,thin,thin,154,36,,,,,,,,
3401,thin,thin,157,44,,,,,,,,
3402,normal,normal,172,67,,,,,,,,
3403,thin,thin,190,42,,,,,,,,
3404,thin,thin,182,52,,,,,,,,
3405,thin,thin,185,58,,,,,,,,
3406,thin,thin,187,57,,,,,,,,
3407,fat,fat,176,79,,,,,,,,
3408,fat,fat,128,68,,,,,,,,
3409,thin,thin,174,50,,,,,,,,
3410,normal,normal,131,40,,,,,,,,
3411,thin,thin,189,37,,,,,,,,
3412,thin,thin,200,53,,,,,,,,
3413,fat,fat,123,58,,,,,,,,
3414,normal,normal,178,66,,,,,,,,
3415,thin,thin,169,36,,,,,,,,
3416,thin,thin,174,38,,,,,,,,
3417,thin,thin,196,71,,,,,,,,
3418,fat,fat,123,40,,,,,,,,
3419,thin,thin,159,39,,,,,,,,
3420,fat,fat,176,78,,,,,,,,
3421,fat,fat,141,51,,,,,,,,
3422,normal,normal,189,71,,,,,,,,
3423,normal,normal,133,39,,,,,,,,
3424,normal,normal,200,77,,,,,,,,
3425,normal,normal,151,46,,,,,,,,
3426,normal,normal,184,64,,,,,,,,
3427,thin,thin,197,69,,,,,,,,
3428,normal,normal,191,72,,,,,,,,
3429,thin,thin,192,55,,,,,,,,
3430,fat,fat,175,80,,,,,,,,
3431,fat,fat,132,49,,,,,,,,
3432,thin,thin,154,42,,,,,,,,
3433,fat,fat,142,80,,,,,,,,
3434,thin,thin,167,48,,,,,,,,
3435,fat,fat,150,77,,,,,,,,
3436,thin,thin,167,39,,,,,,,,
3437,fat,fat,132,76,,,,,,,,
3438,thin,thin,184,44,,,,,,,,
3439,fat,fat,155,72,,,,,,,,
3440,fat,fat,131,51,,,,,,,,
3441,normal,normal,191,71,,,,,,,,
3442,fat,fat,138,61,,,,,,,,
3443,thin,thin,184,54,,,,,,,,
3444,fat,fat,132,49,,,,,,,,
3445,thin,thin,158,40,,,,,,,,
3446,normal,normal,196,74,,,,,,,,
3447,thin,thin,188,40,,,,,,,,
3448,normal,normal,191,68,,,,,,,,
3449,thin,thin,151,38,,,,,,,,
3450,fat,fat,120,48,,,,,,,,
3451,fat,fat,131,77,,,,,,,,
3452,thin,thin,197,55,,,,,,,,
3453,normal,normal,131,38,,,,,,,,
3454,thin,thin,198,45,,,,,,,,
3455,thin,thin,185,58,,,,,,,,
3456,thin,thin,193,64,,,,,,,,
3457,fat,fat,150,70,,,,,,,,
3458,normal,normal,173,72,,,,,,,,
3459,fat,fat,168,79,,,,,,,,
3460,fat,fat,123,51,,,,,,,,
3461,thin,thin,175,42,,,,,,,,
3462,fat,fat,141,68,,,,,,,,
3463,thin,thin,182,39,,,,,,,,
3464,fat,fat,122,47,,,,,,,,
3465,normal,normal,187,65,,,,,,,,
3466,normal,normal,196,74,,,,,,,,
3467,fat,fat,145,63,,,,,,,,
3468,normal,normal,150,50,,,,,,,,
3469,thin,thin,200,62,,,,,,,,
3470,fat,fat,141,77,,,,,,,,
3471,fat,fat,140,69,,,,,,,,
3472,thin,thin,157,35,,,,,,,,
3473,thin,thin,145,35,,,,,,,,
3474,normal,normal,164,57,,,,,,,,
3475,fat,fat,158,66,,,,,,,,
3476,fat,fat,163,71,,,,,,,,
3477,thin,thin,164,45,,,,,,,,
3478,thin,thin,196,54,,,,,,,,
3479,fat,fat,143,53,,,,,,,,
3480,fat,fat,161,65,,,,,,,,
3481,fat,fat,127,60,,,,,,,,
3482,fat,fat,126,55,,,,,,,,
3483,fat,fat,125,58,,,,,,,,
3484,thin,thin,191,48,,,,,,,,
3485,thin,thin,177,37,,,,,,,,
3486,fat,fat,153,75,,,,,,,,
3487,fat,fat,130,44,,,,,,,,
3488,normal,normal,142,45,,,,,,,,
3489,fat,fat,148,59,,,,,,,,
3490,fat,fat,139,79,,,,,,,,
3491,fat,fat,158,69,,,,,,,,
3492,normal,normal,177,58,,,,,,,,
3493,normal,normal,167,60,,,,,,,,
3494,fat,fat,124,51,,,,,,,,
3495,fat,fat,148,73,,,,,,,,
3496,normal,normal,189,69,,,,,,,,
3497,thin,thin,183,58,,,,,,,,
3498,fat,fat,164,77,,,,,,,,
3499,fat,fat,162,68,,,,,,,,
3500,thin,thin,182,50,,,,,,,,
3501,fat,fat,147,75,,,,,,,,
3502,fat,fat,136,48,,,,,,,,
3503,fat,fat,130,64,,,,,,,,
3504,thin,thin,187,54,,,,,,,,
3505,normal,normal,176,67,,,,,,,,
3506,fat,fat,133,67,,,,,,,,
3507,fat,fat,145,74,,,,,,,,
3508,fat,fat,130,51,,,,,,,,
3509,fat,fat,156,62,,,,,,,,
3510,fat,fat,123,64,,,,,,,,
3511,fat,fat,143,60,,,,,,,,
3512,fat,fat,149,62,,,,,,,,
3513,thin,thin,192,37,,,,,,,,
3514,thin,thin,177,56,,,,,,,,
3515,normal,normal,131,39,,,,,,,,
3516,fat,fat,127,73,,,,,,,,
3517,thin,thin,198,68,,,,,,,,
3518,thin,thin,159,38,,,,,,,,
3519,thin,thin,192,37,,,,,,,,
3520,thin,thin,186,47,,,,,,,,
3521,thin,thin,188,42,,,,,,,,
3522,fat,fat,173,79,,,,,,,,
3523,thin,thin,140,36,,,,,,,,
3524,normal,normal,159,57,,,,,,,,
3525,normal,normal,139,39,,,,,,,,
3526,normal,normal,171,64,,,,,,,,
3527,thin,thin,197,70,,,,,,,,
3528,normal,normal,154,47,,,,,,,,
3529,fat,fat,126,64,,,,,,,,
3530,fat,fat,145,79,,,,,,,,
3531,thin,thin,188,65,,,,,,,,
3532,normal,normal,159,54,,,,,,,,
3533,normal,normal,147,45,,,,,,,,
3534,normal,normal,164,60,,,,,,,,
3535,fat,fat,134,71,,,,,,,,
3536,normal,normal,124,37,,,,,,,,
3537,thin,thin,143,36,,,,,,,,
3538,thin,thin,149,35,,,,,,,,
3539,thin,thin,195,67,,,,,,,,
3540,thin,thin,192,63,,,,,,,,
3541,thin,thin,197,52,,,,,,,,
3542,normal,normal,127,39,,,,,,,,
3543,normal,normal,142,47,,,,,,,,
3544,normal,normal,189,77,,,,,,,,
3545,fat,fat,126,44,,,,,,,,
3546,thin,thin,177,38,,,,,,,,
3547,thin,thin,193,46,,,,,,,,
3548,fat,fat,135,64,,,,,,,,
3549,fat,fat,127,57,,,,,,,,
3550,thin,thin,189,66,,,,,,,,
3551,normal,normal,185,65,,,,,,,,
3552,fat,fat,154,61,,,,,,,,
3553,normal,normal,144,46,,,,,,,,
3554,normal,normal,197,74,,,,,,,,
3555,fat,fat,143,58,,,,,,,,
3556,fat,fat,147,70,,,,,,,,
3557,fat,fat,125,41,,,,,,,,
3558,thin,thin,167,46,,,,,,,,
3559,thin,thin,178,48,,,,,,,,
3560,fat,fat,163,74,,,,,,,,
3561,fat,fat,142,73,,,,,,,,
3562,thin,thin,173,45,,,,,,,,
3563,fat,fat,125,62,,,,,,,,
3564,fat,fat,130,55,,,,,,,,
3565,fat,fat,128,43,,,,,,,,
3566,normal,normal,190,80,,,,,,,,
3567,thin,thin,153,35,,,,,,,,
3568,normal,normal,146,52,,,,,,,,
3569,normal,normal,172,71,,,,,,,,
3570,fat,fat,148,57,,,,,,,,
3571,thin,thin,187,40,,,,,,,,
3572,normal,normal,154,58,,,,,,,,
3573,thin,thin,177,41,,,,,,,,
3574,fat,fat,144,59,,,,,,,,
3575,normal,normal,142,39,,,,,,,,
3576,normal,normal,127,37,,,,,,,,
3577,thin,thin,164,40,,,,,,,,
3578,thin,thin,194,41,,,,,,,,
3579,normal,normal,156,54,,,,,,,,
3580,thin,thin,194,41,,,,,,,,
3581,normal,normal,147,42,,,,,,,,
3582,thin,thin,191,45,,,,,,,,
3583,thin,thin,197,47,,,,,,,,
3584,normal,normal,183,78,,,,,,,,
3585,normal,normal,187,79,,,,,,,,
3586,normal,normal,185,65,,,,,,,,
3587,fat,fat,149,56,,,,,,,,
3588,fat,fat,142,56,,,,,,,,
3589,normal,normal,179,73,,,,,,,,
3590,thin,thin,157,35,,,,,,,,
3591,fat,fat,133,70,,,,,,,,
3592,normal,normal,184,79,,,,,,,,
3593,fat,fat,141,53,,,,,,,,
3594,thin,thin,180,38,,,,,,,,
3595,thin,thin,185,51,,,,,,,,
3596,fat,fat,136,50,,,,,,,,
3597,normal,normal,156,60,,,,,,,,
3598,normal,normal,148,45,,,,,,,,
3599,fat,fat,144,76,,,,,,,,
3600,thin,thin,193,62,,,,,,,,
3601,fat,fat,148,75,,,,,,,,
3602,fat,fat,155,68,,,,,,,,
3603,normal,normal,181,62,,,,,,,,
3604,thin,thin,197,41,,,,,,,,
3605,fat,fat,131,63,,,,,,,,
3606,thin,thin,188,37,,,,,,,,
3607,thin,thin,156,44,,,,,,,,
3608,fat,fat,120,66,,,,,,,,
3609,fat,fat,167,72,,,,,,,,
3610,normal,normal,159,59,,,,,,,,
3611,normal,normal,160,64,,,,,,,,
3612,fat,fat,155,65,,,,,,,,
3613,normal,normal,159,50,,,,,,,,
3614,normal,normal,177,58,,,,,,,,
3615,fat,fat,161,74,,,,,,,,
3616,thin,thin,199,41,,,,,,,,
3617,normal,normal,194,78,,,,,,,,
3618,thin,thin,170,47,,,,,,,,
3619,fat,fat,134,76,,,,,,,,
3620,fat,fat,136,66,,,,,,,,
3621,normal,normal,173,69,,,,,,,,
3622,fat,fat,123,52,,,,,,,,
3623,normal,normal,165,57,,,,,,,,
3624,normal,normal,195,77,,,,,,,,
3625,fat,fat,121,75,,,,,,,,
3626,thin,thin,188,41,,,,,,,,
3627,fat,fat,147,68,,,,,,,,
3628,fat,fat,129,74,,,,,,,,
3629,normal,normal,167,66,,,,,,,,
3630,fat,fat,158,71,,,,,,,,
3631,thin,thin,200,51,,,,,,,,
3632,thin,thin,194,54,,,,,,,,
3633,thin,thin,193,39,,,,,,,,
3634,fat,fat,125,43,,,,,,,,
3635,fat,fat,125,75,,,,,,,,
3636,fat,fat,154,71,,,,,,,,
3637,fat,fat,136,60,,,,,,,,
3638,fat,fat,129,62,,,,,,,,
3639,normal,normal,169,69,,,,,,,,
3640,fat,fat,137,67,,,,,,,,
3641,thin,thin,198,68,,,,,,,,
3642,thin,thin,196,59,,,,,,,,
3643,normal,normal,169,71,,,,,,,,
3644,normal,normal,142,47,,,,,,,,
3645,thin,thin,185,50,,,,,,,,
3646,fat,fat,149,73,,,,,,,,
3647,fat,fat,143,58,,,,,,,,
3648,fat,fat,127,67,,,,,,,,
3649,fat,fat,127,59,,,,,,,,
3650,fat,fat,169,74,,,,,,,,
3651,fat,fat,169,77,,,,,,,,
3652,fat,fat,153,67,,,,,,,,
3653,normal,normal,172,66,,,,,,,,
3654,fat,fat,136,75,,,,,,,,
3655,fat,fat,141,50,,,,,,,,
3656,fat,fat,157,71,,,,,,,,
3657,normal,normal,144,42,,,,,,,,
3658,normal,normal,176,77,,,,,,,,
3659,fat,fat,166,73,,,,,,,,
3660,thin,thin,182,52,,,,,,,,
3661,fat,fat,136,50,,,,,,,,
3662,fat,fat,147,80,,,,,,,,
3663,normal,normal,179,77,,,,,,,,
3664,fat,fat,162,66,,,,,,,,
3665,fat,fat,162,70,,,,,,,,
3666,normal,normal,159,53,,,,,,,,
3667,normal,normal,141,40,,,,,,,,
3668,normal,normal,142,40,,,,,,,,
3669,thin,thin,169,35,,,,,,,,
3670,fat,fat,156,64,,,,,,,,
3671,fat,fat,159,64,,,,,,,,
